,MaterialNumber,SubstituteMaterialNumber,SubstitutionType
605,000000000014203242,ORT27600M,Direct Cross
606,000000000014203243,ORT27600L,Direct Cross
607,000000000014203244,ORT27600XL,Direct Cross
608,000000000014203277,ORT30310WS,Direct Cross
609,000000000014203278,ORT30310MS,Direct Cross
610,000000000014203279,ORT30310MM,Direct Cross
611,000000000014203280,ORT30310ML,Direct Cross
612,000000000014203281,ORT30310MXL,Direct Cross
613,000000000014203322,DARPQ1,Similar Cross
614,000000000014203323,DARPQ2,Similar Cross
615,000000000014203323,POD14204,Direct Cross
616,000000000014203324,DARPQ3,Similar Cross
617,000000000014203325,DARPQ4,Similar Cross
618,000000000014203327,ORT27600XL,Direct Cross
619,000000000014203329,ORT28500M,Direct Cross
620,000000000064000934,DYNJWBSS,Direct Cross
621,000000000064000935,DYNJWBDS,Direct Cross
622,000000000064000944,DYNJWBSS,Direct Cross
623,000000000064000945,DYNJWBDS,Direct Cross
624,000000000070015002,DYNJSC301,Direct Cross
625,000000000070015012,ARM041210002A,Direct Cross
626,000000000070015012,ARM41210002A,Direct Cross
627,000000000070015015,000000000070015016,Direct Cross
628,000000000070015016,000000000070015015,Direct Cross
629,000000000070027180,ARM040184000A,Direct Cross
630,000000000070027180,BOP4241001,Similar Cross
631,000000000070030013,000000000070030014,Similar Cross
632,000000000070030013,DYNJTRANSMF,Direct Cross
633,000000000070030014,000000000070030013,Similar Cross
634,000000000070030152,DYNJTRPLATE1,Direct Cross
635,000000000070035002,DYNJSC301,Direct Cross
636,000000000070035003,DYNJSC307,Direct Cross
637,000000000070035009,DYNJSC303,Direct Cross
638,000000000070035009,MDXMX5311L,Direct Cross
639,000000000070035013,DYNJSC307,Direct Cross
640,000000000070037200,DYNJMAN02LT,Value Cross
641,000000000070038301,000000000070039301,Similar Cross
642,000000000070038303,DYNJMAN03LT,Direct Cross
643,000000000070039301,000000000070038301,Similar Cross
644,000000000070039303,DYNJMAN03LT,Direct Cross
645,000000000070039353,BHL2C6218,Direct Cross
646,000000000070055003,MAYMX4311L,Value Cross
647,000000000070055003,MDXMX4311L,Value Cross
648,000000000070055003,PTXMX4311L,Value Cross
649,000000000070083003,DYNJSYRC6C,Similar Cross
650,000000000070084007,DYNJSYR8CWR,Direct Cross
651,000000000070084017,DYNJSYR8CWR,Similar Cross
652,000000000070085003,B-D309695,Direct Cross
653,000000000070085003,DYNJSYR10C,Direct Cross
654,000000000070085003,DYNJSYR10CWRB,Direct Cross
655,000000000070085004,DYNJSYR10CB,Direct Cross
656,000000000070088003,DYNJSYR12C,Direct Cross
657,000000000070088007,DYNJSYR12CWR,Direct Cross
658,000000000070890654,MCK70890654,Direct Cross
659,000000000076020214,76020214Z,Direct Cross
660,000000000076040514,76040514Z,Direct Cross
661,000000000090400039,DYNJVSPIKE1,Direct Cross
662,000000000090400435,DYNJCTRST15ML,Direct Cross
663,000000000090701122,ABB423630101,Direct Cross
664,000000000090701242,BOP423660401,Direct Cross
665,000000000090701242,VSY50P124,Direct Cross
666,000000000090701482,MMDPM6148,Direct Cross
667,000000000090701722,000000000090701842,Similar Cross
668,000000000090701722,DYNJPMTBG72MF,Direct Cross
669,000000000090701722,DYNJPMTBG84MF,Direct Cross
670,000000000090701722,MDXMX566,Direct Cross
671,000000000090701842,000000000090701722,Similar Cross
672,000000000090701962,DYNJPMTBG96MF,Direct Cross
673,000000000090702722,MDXMX576,Direct Cross
674,000000000090703122,BMG490515,Direct Cross
675,000000000090703122,DYNJSCEX12ML,Direct Cross
676,000000000090711242,DYNJPMTBG24MF,Direct Cross
677,000000000090711722,90711722UAB,Direct Cross
678,000000000091021202,DYNJTBGHP20F,Direct Cross
679,000000000091021302,DYNJTBGHP30F,Direct Cross
680,000000000091021482,DYNJTBGHP48F,Direct Cross
681,000000000091031102,DYNJTBGHP10F,Direct Cross
682,000000000091031103,DYNJTBGHP10R,Direct Cross
683,000000000091031202,DYNJTBGHP20F,Direct Cross
684,000000000091031203,DYNJTBGHP20R,Direct Cross
685,000000000091031302,DYNJTBGHP30F,Direct Cross
686,000000000091031303,DYNJTBGHP30R,Direct Cross
687,000000000091031482,DYNJTBGHP48F,Direct Cross
688,000000000091031483,DYNJTBGHP48R,Direct Cross
689,000000000091051102,DYNJBRT10F,Similar Cross
690,000000000091051103,DYNJBRT10R,Similar Cross
691,000000000091051103,DYNJBRT30R,Similar Cross
692,000000000091051103,MMDHPF100E,Direct Cross
693,000000000091051202,DYNJBRT20F,Similar Cross
694,000000000091051203,DYNJBRT20R,Direct Cross
695,000000000091051302,DYNJBRT30F,Similar Cross
696,000000000091051303,DYNJBRT30R,Direct Cross
697,000000000091051482,DYNJBRT48F,Direct Cross
698,000000000091051483,DYNJBRT48R,Direct Cross
699,000000000091051483,MMDHPF480E,Direct Cross
700,000000000091051602,DYNJBRT60F,Similar Cross
701,000000000091051603,DYNJBRT60R,Similar Cross
702,000000000091051722,DYNJBRT72F,Direct Cross
703,000000000091051722,DYNJBRT84F,Similar Cross
704,000000000091051722,DYNJBRT96F,Similar Cross
705,000000000091051723,DYNJBRT72R,Direct Cross
706,000000000091051723,DYNJBRT96R,Similar Cross
707,000000000091300005,BMGV1501,Class of Trade Cross
708,000000000091300009,DYNJLBVS108A,Direct Cross
709,000000000091300052,DYNJNVFD72,Direct Cross
710,000000000091400225,DYNJHEMOKIT,Direct Cross
711,000000000091400225,H74904494102,Direct Cross
712,000000000092051722,DYNJBRT72F,Direct Cross
713,000000000092051722,DYNJBRT96F,Similar Cross
714,000000000092051722,DYNJBRTC72F,Direct Cross
715,0002-8315-01,0002-8315-17,Similar Cross
716,0002-8315-17,0002-8315-01,Similar Cross
717,0003-0293-05,0003-0293-28,Direct Cross
718,0003-0293-05,70121-1049-2,Direct Cross
719,0003-0293-05,70121-1651-1,Direct Cross
720,0003-0293-20,0703-0243-01,Similar Cross
721,0003-0293-20,70121-1168-1,Direct Cross
722,0003-0293-20,70121-1652-1,Direct Cross
723,0003-0293-28,0003-0293-05,Direct Cross
724,0003-0293-28,70121-1169-1,Direct Cross
725,0003-0293-28,70121-1653-1,Direct Cross
726,0005-0100-05,0005-0100-10,Direct Cross
727,0005-0100-10,0005-0100-05,Direct Cross
728,0005-0100-10,58160-976-20,Direct Cross
729,0006-3516-59,63323-322-25,Similar Cross
730,0009-0011-03,0009-0825-01,Direct Cross
731,0009-0018-20,0009-0698-01,Direct Cross
732,0009-0039-28,0009-0039-32,Direct Cross
733,0009-0039-28,70121-1000-5,Similar Cross
734,0009-0039-28,70121-1573-1,Direct Cross
735,0009-0039-32,0009-0039-28,Direct Cross
736,0009-0047-22,0009-0047-26,Direct Cross
737,0009-0047-22,0404-9957-02,Similar Cross
738,0009-0047-22,70121-1001-5,Similar Cross
739,0009-0047-26,0009-0047-22,Direct Cross
740,0009-0280-02,25021-820-05,Direct Cross
741,0009-0280-02,42023-238-01,Direct Cross
742,0009-0280-03,25021-820-10,Direct Cross
743,0009-0280-51,25021-820-05,Direct Cross
744,0009-0280-52,25021-820-10,Direct Cross
745,0009-0306-02,25021-821-05,Direct Cross
746,0009-0306-12,25021-821-05,Direct Cross
747,0009-0698-01,0009-0018-20,Direct Cross
748,0009-0746-30,0009-7376-11,Direct Cross
749,0009-0775-26,25021-115-04,Direct Cross
750,0009-0825-01,0009-0011-03,Direct Cross
751,0009-0870-26,25021-115-02,Direct Cross
752,0009-3073-01,0009-3073-03,Direct Cross
753,0009-3073-01,0009-3073-22,Direct Cross
754,0009-3073-03,0009-3073-01,Direct Cross
755,0009-3073-03,0009-3073-23,Direct Cross
756,0009-3073-22,0009-3073-01,Direct Cross
757,0009-3073-23,0009-3073-03,Direct Cross
758,0009-7376-11,0009-0746-30,Direct Cross
759,0009-7376-11,0548-5701-00,Direct Cross
760,0023-4554-30,OTC032365,Similar Cross
761,0023-4554-30,OTC040330,Direct Cross
762,0023-4554-30,OTC050650,Direct Cross
763,0050S,MIKKP22LNS,Direct Cross
764,0050S,MIKKP26LNS,Direct Cross
765,0054-3505-47,64679-465-51,Direct Cross
766,0054-4299-25,69315-117-01,Direct Cross
767,00591-5543-01,53489-156-01,Similar Cross
768,0069-0043-01,63323-276-02,Direct Cross
769,0069-0058-01,63323-540-15,Similar Cross
770,0069-0059-01,0641-2460-55,Similar Cross
771,0069-0059-03,0409-2723-01,Direct Cross
772,0069-0059-03,63323-262-06,Similar Cross
773,0069-0137-03,0409-2720-03,Similar Cross
774,0069-0209-10,0641-6194-10,Direct Cross
775,0069-0234-20,25021-608-50,Direct Cross
776,0069-0343-02,0069-3032-20,Similar Cross
777,0069-0344-05,0069-2465-10,Similar Cross
778,0069-2465-10,0069-0344-05,Similar Cross
779,0069-3032-20,0069-0343-02,Similar Cross
780,0069-9701-31,LSQ33225KT,Direct Cross
781,0078-0435-61,25021-830-82,Direct Cross
782,0093-2014-12,55150-173-01,Direct Cross
783,0093-2275-34,65862-503-20,Direct Cross
784,0093-3145-01,67877-220-01,Direct Cross
785,0093-3147-01,67877-219-01,Value Cross
786,0093-3147-01,68180-122-01,Direct Cross
787,0093-3174-31,66993-019-68,Direct Cross
788,0093-4148-56,35573-445-25,Similar Cross
789,0093-5985-27,49502-501-02,Direct Cross
790,0093-5986-27,49502-102-02,Direct Cross
791,0093-5986-27,49502-500-02,Similar Cross
792,0115-1694-49,49502-102-02,Direct Cross
793,0115-1695-49,49502-501-02,Direct Cross
794,0121-0873-08,0121-0873-16,Direct Cross
795,0121-0873-16,0121-0873-08,Direct Cross
796,0143-2112-50,42806-312-50,Direct Cross
797,0143-2112-50,53489-120-02,Direct Cross
798,0143-2112-50,68382-707-18,Direct Cross
799,0143-9161-25,63323-221-10,Direct Cross
800,0143-9180-25,63323-360-59,Value Cross
801,0143-9233-05,63323-970-02,Similar Cross
802,0143-9240-01,61703-332-18,Direct Cross
803,0143-9241-01,61703-323-22,Direct Cross
804,0143-9252-25,0409-5820-01,Direct Cross
805,0143-9254-25,0409-9104-20,Direct Cross
806,0143-9279-01,16729-108-11,Direct Cross
807,0143-9284-10,65219-433-15,Similar Cross
808,0143-9284-10,67850-150-10,Direct Cross
809,0143-9297-01,42023-123-06,Direct Cross
810,0143-9318-10,70121-1576-7,Similar Cross
811,0143-9329-10,55150-250-50,Direct Cross
812,0143-9334-10,0409-1162-02,Direct Cross
813,0143-9357-10,0409-6535-01,Similar Cross
814,0143-9387-25,70121-1049-5,Direct Cross
815,0143-9387-25,70121-1651-5,Direct Cross
816,0143-9501-25,25021-806-01,Direct Cross
817,0143-9501-25,63323-474-01,Direct Cross
818,0143-9502-01,63323-474-10,Direct Cross
819,0143-9503-01,39822-0190-1,Direct Cross
820,0143-9506-10,0409-6695-01,Direct Cross
821,0143-9507-10,0409-6695-02,Direct Cross
822,0143-9514-25,0517-9702-25,Direct Cross
823,0143-9534-10,25021-169-87,Similar Cross
824,0143-9595-25,0404-9889-05,Direct Cross
825,0143-9620-10,70069-172-10,Direct Cross
826,0143-9621-25,0517-0031-25,Direct Cross
827,0143-9622-01,25021-317-20,Direct Cross
828,0143-9623-01,0409-2267-54,Direct Cross
829,0143-9638-05,55150-173-01,Direct Cross
830,0143-9660-10,0409-1778-05,Direct Cross
831,0143-9673-25,0409-1886-02,Value Cross
832,0143-9681-25,0517-4602-25,Value Cross
833,0143-9684-10,63323-424-05,Similar Cross
834,0143-9689-10,0517-0735-10,Direct Cross
835,0143-9720-24,0409-0528-35,Direct Cross
836,0143-9721-24,63323-355-65,Similar Cross
837,0143-9722-24,63323-355-50,Similar Cross
838,0143-9724-01,39822-2000-1,Direct Cross
839,0143-9725-01,55150-306-10,Direct Cross
840,0143-9754-25,63323-258-03,Direct Cross
841,0143-9784-10,36000-148-10,Direct Cross
842,0143-9784-10,63323-424-05,Direct Cross
843,0143-9785-10,63323-494-05,Direct Cross
844,0143-9830-01,63323-122-50,Direct Cross
845,0143-9851-01,63323-265-30,Direct Cross
846,0143-9856-25,0409-7335-03,Direct Cross
847,0143-9857-25,25021-106-10,Direct Cross
848,0143-9875-25,0404-9815-03,Direct Cross
849,0143-9875-25,63323-616-03,Direct Cross
850,0143-9923-90,25021-100-10,Similar Cross
851,0143-9924-90,0409-2585-01,Direct Cross
852,0143-9924-90,60505-6142-5,Direct Cross
853,0143-9924-90,63323-237-10,Direct Cross
854,0143-9977-22,25021-119-20,Direct Cross
855,0143-9979-22,25021-118-10,Direct Cross
856,0168-0004-80,45802-064-36,Direct Cross
857,0168-0004-80,67877-251-80,Direct Cross
858,0168-0006-15,45802-055-35,Direct Cross
859,0168-0080-31,45802-004-03,Direct Cross
860,0168-0080-31,45802-014-02,Direct Cross
861,0168-0357-30,0574-2042-30,Direct Cross
862,0173-0682-20,66993-019-68,Direct Cross
863,0185-0122-01,59746-762-01,Direct Cross
864,0223-1721-01,OTC172001,Similar Cross
865,0223-1721-01,OTC54410,Direct Cross
866,0228-2128-10,68001-238-00,Direct Cross
867,0283-0679-02,NDA283061026,Direct Cross
868,0283-0679-02,NDA283067902,Direct Cross
869,0283-0679-02,NDA283067960,Direct Cross
870,0283-0679-02,SLCAD31000EA,Class of Trade Cross
871,0338-0072-25,0409-3795-01,Direct Cross
872,0386-0008-02,OTC000802,Direct Cross
873,0386-0008-02,OTC000803,Direct Cross
874,0404-9815-03,0143-9875-25,Direct Cross
875,0404-9827-50,70069-753-01,Similar Cross
876,0404-9840-10,70069-172-10,Similar Cross
877,0404-9889-05,0143-9595-25,Direct Cross
878,0404-9895-50,0409-4277-02,Direct Cross
879,0404-9954-50,ABB0488850,Direct Cross
880,0404-9957-02,0009-0047-22,Similar Cross
881,0409-0007-10,0409-3178-03,Direct Cross
882,0409-0007-10,63323-482-27,Direct Cross
883,0409-0007-10,63323-482-57,Direct Cross
884,0409-0144-11,63323-398-10,Direct Cross
885,0409-0525-25,0409-1610-50,Similar Cross
886,0409-0525-25,63323-467-57,Direct Cross
887,0409-0528-35,0143-9720-24,Direct Cross
888,0409-1005-20,0409-7620-03,Direct Cross
889,0409-1005-20,BMGP8721,Direct Cross
890,0409-1144-02,0409-9633-05,Direct Cross
891,0409-1144-02,55150-343-05,Direct Cross
892,0409-1144-02,70069-272-05,Direct Cross
893,0409-1144-02,70121-1586-3,Direct Cross
894,0409-1144-05,0409-4011-01,Direct Cross
895,0409-1159-01,55150-167-10,Direct Cross
896,0409-1159-02,0409-1159-10,Direct Cross
897,0409-1159-02,55150-168-30,Direct Cross
898,0409-1159-10,0409-1159-02,Direct Cross
899,0409-1160-01,55150-249-50,Direct Cross
900,0409-1162-01,55150-169-10,Direct Cross
901,0409-1162-02,0143-9334-10,Direct Cross
902,0409-1162-02,63323-466-37,Direct Cross
903,0409-1163-01,55150-250-50,Direct Cross
904,0409-1165-01,55150-171-10,Direct Cross
905,0409-1165-02,55150-172-30,Direct Cross
906,0409-1207-03,63323-010-02,Direct Cross
907,0409-1207-03,63323-010-20,Direct Cross
908,0409-1215-01,0409-1782-69,Direct Cross
909,0409-1215-01,70069-071-10,Direct Cross
910,0409-1323-05,0409-2066-05,Direct Cross
911,0409-1323-05,0409-4903-34,Similar Cross
912,0409-1390-51,55150-207-20,Direct Cross
913,0409-1401-01,0469-6501-89,Direct Cross
914,0409-1463-49,70069-671-10,Direct Cross
915,0409-1530-25,0409-1560-29,Similar Cross
916,0409-1559-10,0409-2510-25,Similar Cross
917,0409-1559-30,0409-7535-25,Similar Cross
918,0409-1560-10,0409-5010-25,Similar Cross
919,0409-1560-29,0409-1530-25,Similar Cross
920,0409-1582-29,0409-2253-25,Similar Cross
921,0409-1610-50,0409-0525-25,Similar Cross
922,0409-1631-10,0409-4928-34,Similar Cross
923,0409-1631-10,76329-3304-1F,Direct Cross
924,0409-1749-29,0409-9045-17,Direct Cross
925,0409-1778-05,0143-9660-10,Direct Cross
926,0409-1778-05,36000-033-10,Direct Cross
927,0409-1778-05,63323-660-05,Direct Cross
928,0409-1782-69,0409-1215-01,Direct Cross
929,0409-1886-02,0143-9673-25,Value Cross
930,0409-1966-07,63323-924-30,Direct Cross
931,0409-1966-07,ABB0196612,Direct Cross
932,0409-1966-07,FBD0409196607,Direct Cross
933,0409-2066-05,0409-1323-05,Direct Cross
934,0409-2066-05,55150-165-05,Direct Cross
935,0409-2168-77,63323-642-20,Direct Cross
936,0409-2222-12,0409-7620-59,Direct Cross
937,0409-2222-12,BHL2B0944CS,Direct Cross
938,0409-2253-25,0409-1582-29,Similar Cross
939,0409-2267-54,0143-9623-01,Direct Cross
940,0409-2267-54,25021-317-40,Direct Cross
